Lookup,Player,Sorting,On Teams,HP url,QM MMR,SL MMR,QM Games,SL Games,MMR,Untracked,Role,Tag,is_primary,Adjustment,Win %,Games,Takedowns,Kills,Assists,Deaths,Kill Participation,KDA,Highest Kill Streak,Vengeances,Time Dead,Time Dead %,Deaths While Outnumbered,Escapes,Team Fight Escapes,Hero Damage,DPM,Physical Damage,Ability Damage,Damage per Death,Team Fight Hero Damage,Siege Damage,Structure Damage,Minion Damage,Summon Damage,Creep Damage,Healing,HPM,Healing per Death,Team Fight Healing,Self Healing,Allied Shields,Clutch Heals,Damage Taken,Damage Soaked,Damage Taken per Death,Team Fight Damage Taken,CC Time,Root Time,Silence Time,Stun Time,Time on Fire,XP Contribution,XPM,Merc Camp Captures,Watch Tower Captures,Aces,Wipes,% of Game with Level Adv.,% of Game with Hero Adv.,Passive XP/Second,Passive XP Gained,Altar Damage Done,Damage to Immortal,Dragon Knights Captured,Shrines Captured,Dubloons Held At End,Dubloons Turned In,Skulls Collected,Shrine Minion Damage,Plant Damage,Seeds Collected,Garden Seeds Collected,Gems Turned In,Nuke Damage,Curse Damage,Time On Temple,Damage Done to Zerg,Cage Unlocks Interrupted,Hero Pool,Damage Ratio,% of Team Damage,% of Team Damage Taken,% of Team Damage Healed,% of Time Slow CC,% of Time Non-Slow CC,Votes,Awards,Award %,MVP,MVP %,Bsteps,Bstep TD,Bstep Deaths,Taunts,Taunt TD,Taunt Deaths,Sprays,Spray TD,Spray Deaths,Dances,Dance TD,Dance Deaths
Creepio#11576,Creepio,Creepio,TRUE,https://www.heroesprofile.com/battletag/searched/Creepio%2311576/alt,2665,2749,3656,3149,2833,FALSE,,11576,TRUE,,100%,2,16.50,2.00,14.50,2.00,89%,12.17,10.50,0.50,2:05,10%,0.50,0.50,0.00,22862.50,1243.79,34133.00,30584.00,15470.50,7950.50,34680.50,10271.50,21365.50,1838.50,6665.50,70055.50,4094.20,48490.00,7473.50,4260.50,2609.00,2.50,35729.50,27777.00,19159.17,15578.00,4:13,00:19,00:19,00:05,00:00,8629.00,460.86,4.00,0.00,0.50,0.00,62%,33%,28.25,9687.57,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,2,0.76,9%,13%,28%,20%,4%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
GoldenPants#1235582,GoldenPants,Creepio_alt,TRUE,https://www.heroesprofile.com/battletag/searched/GoldenPants%231235582/alt,2746,2700,131,557,2746,FALSE,,1235582,FALSE,,50%,2,11.00,2.00,9.00,3.50,79%,3.40,8.00,0.50,2:34,13%,0.50,1.00,0.00,52529.50,2600.94,52535.00,137165.00,17639.15,29827.00,121982.50,13306.50,104337.00,939.00,15741.00,0.00,573.40,5896.50,0.00,11793.00,0.00,0.00,41743.00,30142.50,16693.70,20966.50,00:43,00:00,00:12,00:12,00:00,19085.00,942.17,2.50,0.00,0.00,0.00,19%,19%,27.18,8700.57,0,0,0,0,0,0,0,1316.50,0,0,0,0,0,0,00:00,0,0.00,2,1.46,21%,15%,0%,3%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Cyanide#1334,Cyanide,Cyanide,TRUE,https://www.heroesprofile.com/battletag/searched/Cyanide%231334/alt,2787,2848,458,3091,2848,FALSE,,1334,TRUE,,100%,1,1.00,0.00,1.00,2.00,10%,0.50,1.00,0.00,1:22,10%,1.00,0.00,0.00,16426.00,1190.83,42941.00,74306.00,8213.00,3528.00,71644.00,10923.00,53214.00,1676.00,27927.00,3775.00,2835.78,19558.00,0.00,31883.00,3458.00,0.00,52385.00,44043.00,26192.50,16796.00,1:35,00:00,00:00,00:00,00:00,11292.00,818.63,4.00,0.00,0.00,0.00,47%,20%,27.87,6510.72,0,0,0.00,4.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.31,10%,29%,4%,11%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
DangerMoist#2895,DangerMoist,DangerMoist,TRUE,https://www.heroesprofile.com/battletag/searched/DangerMoist%232895/alt,2845,1711,511,4,2845,TRUE,,2895,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHBob#11355,DHBob,DHBob,TRUE,https://www.heroesprofile.com/Player/DHBob/4216387/1,2877,3049,441,1656,3049,FALSE,A,11355,TRUE,50,31.8%,44,10.18,3.80,6.39,3.59,83%,3.76,5.86,0.66,2:19,12%,1.91,1.02,0.16,56357.86,2965.82,57675.66,106617.57,20666.29,32133.73,85008.89,13062.25,59907.55,3536.57,22049.39,3967.11,1007.62,7506.08,794.25,15305.30,186.84,0.14,60739.30,48077.32,21915.28,40210.43,2:41,00:02,00:01,00:13,00:00,13298.66,699.99,3.11,0.00,0.09,0.18,22%,18%,24.71,5890.98,1.00,3114.98,0.09,0.39,0,0,0,980.95,0.00,0.00,0.00,2.16,0,0.00,00:00,0,0.11,23,1.21,27%,23%,1%,14%,2%,0,0,0%,0,0%,0,0,0,0,0,0,3,0,0,0,0,0
DHMcGibblets#1121,DHMcGibblets,DHMcGibblets,TRUE,https://www.heroesprofile.com/Player/DHMcGibblets/1901980/1,2744,3079,609,3192,3079,FALSE,F,1121,TRUE,50,50%,2,13.00,5.50,7.00,4.50,69%,3.42,5.50,0.50,3:27,15%,1.00,1.50,0.00,51447.00,2512.55,18756.50,166310.00,12723.42,27978.50,119209.00,24771.00,63542.00,6955.00,14118.50,0.00,679.82,3910.50,0.00,12160.00,0.00,0.00,57388.50,42709.50,15315.67,28832.00,2:55,00:26,00:00,00:16,00:00,12558.50,611.71,3.00,0.00,0.00,0.00,2%,30%,25.75,7740.11,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,00:00,0,0,2,0.94,26%,19%,0%,14%,3%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Dingo#12939,Dingo,Dingo,TRUE,https://www.heroesprofile.com/battletag/searched/Dingo%2312939/alt,2637,2655,4913,1254,2655,FALSE,,12939,TRUE,,50%,6,14.67,1.83,12.83,4.00,85%,4.42,8.17,0.50,2:38,12%,3.00,1.33,0.17,25668.83,1223.04,28399.33,55174.67,7426.56,17991.83,51060.83,15936.33,28829.67,3397.33,6505.33,931.83,1217.75,7046.24,0.00,24920.67,586.00,0.00,82703.67,64993.17,22528.93,57740.00,2:27,00:00,00:04,00:25,00:00,9380.00,460.84,2.50,0.00,0.17,0.33,33%,25%,26.19,7832.76,0.67,656.00,0.17,0.67,0,0,0,486.83,0,0,0,0,0,0,00:00,0,0,4,0.32,11%,32%,1%,13%,2%,0,0,0%,0,0%,0,0,0,0,0,0,6,0,0,0,0,0
Dogtopus#1122,Dogtopus,Dogtopus,TRUE,https://www.heroesprofile.com/battletag/searched/Dogtopus%231122/alt,2714,0,2429,-1,2714,FALSE,BA,1122,TRUE,,85.7%,7,12.29,2.57,9.71,1.71,77%,7.95,8.71,0.00,1:09,6%,0.71,0.29,0.14,61316.86,3343.00,38448.43,178475.86,43668.43,24516.29,143742.71,41078.57,88579.86,7346.71,14905.29,0.00,489.80,4812.50,0.00,8789.14,0.00,0.00,44013.43,38044.14,26809.52,23319.29,5:15,00:06,00:00,00:08,00:00,14781.43,835.05,2.86,0.00,0.14,0.00,48%,28%,28.78,9249.29,0,0,0.00,0.57,0,0,0,349.57,0.00,0.00,0.00,0,0,0,00:00,2021.00,0.00,4,1.53,26%,19%,0%,29%,1%,0,0,0%,0,0%,1,0,0,0,0,0,3,0,0,0,0,0
Doh#1882,Doh,Doh,TRUE,https://www.heroesprofile.com/battletag/searched/Doh%231882/alt,3001,2995,2097,99,3001,FALSE,THA,1882,TRUE,30,56.3%,87,12.90,4.98,7.91,2.30,85%,7.63,9.17,0.64,1:34,8%,1.14,0.93,0.13,62520.53,3348.88,60425.37,108836.40,34515.38,31840.52,89703.06,17824.26,59740.16,4542.47,17983.01,3923.86,865.35,7780.28,752.03,12012.82,214.63,0.14,41560.15,33412.10,20694.04,26397.48,3:23,00:07,00:00,00:11,00:00,12710.34,690.36,3.18,0.09,0.13,0.18,36%,23%,25.90,6702.74,0.46,1765.80,0.07,0.18,0,0,0,670.70,0.00,0.00,0.00,1.34,0,81.16,00:00,0,0.05,27,346.28,29%,17%,2%,18%,2%,0,0,0%,0,0%,19,10,0,0,0,0,174,35,0,811,374,0
AlGore#11308,AlGore,Doh_alt,TRUE,https://www.heroesprofile.com/battletag/searched/AlGore%2311308/alt,3070,2990,292,86,3070,FALSE,,11308,FALSE,30,55.4%,56,12.21,5.04,7.18,2.54,87%,6.65,8.32,0.57,1:46,9%,1.27,0.98,0.16,74377.16,3784.33,64593.77,124788.45,36054.74,39759.05,93871.66,17160.66,61281.52,4534.77,22248.80,1984.13,633.29,5006.35,763.02,10128.75,0.00,0.07,42912.79,34528.95,18951.39,27472.66,4:56,00:03,00:00,00:11,00:00,12257.70,637.14,3.43,0.23,0.13,0.18,32%,20%,26.57,7622.84,0.09,939.34,0.07,0.23,0,0,0.11,2175.84,0.00,0.00,0.00,0.86,0,0.00,00:00,0,0.00,14,2.25,34%,17%,1%,25%,1%,0,0,0%,0,0%,38,11,0,0,0,0,88,13,3,95,20,0
NotSaxy#1299,NotSaxy,Downs,TRUE,https://www.heroesprofile.com/battletag/searched/NotSaxy%231299/alt,2408,3031,15,162,3031,TRUE,F,1299,TRUE,80,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broccoli4U#1411,Broccoli4U,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Broccoli4U%231411/alt,2605,2817,83,465,2817,FALSE,,1411,FALSE,80,28.6%,7,7.43,1.71,5.71,2.43,69%,3.52,5.57,0.43,1:30,9%,1.29,0.43,0.14,35127.14,2005.59,50766.14,78054.57,15876.63,13050.57,76175.57,8755.14,59701.71,2639.86,17734.43,0.00,595.13,4029.90,0.00,9711.57,0.00,0.00,40026.00,31773.14,17240.46,25886.29,00:51,00:02,00:02,00:13,00:00,11382.57,688.21,2.57,0.43,0.00,0.14,32%,15%,25.31,5366.32,0,0,0.00,0.43,0,0,0,405.43,0.00,0.00,0.00,8.00,0,1040.86,00:00,0,0.14,7,1.17,22%,20%,0%,5%,2%,0,0,0%,0,0%,1,0,0,0,0,0,1,0,0,0,0,0
FilthyCasual#11849,FilthyCasual,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/FilthyCasual%2311849/alt,2777,2789,280,526,2789,FALSE,,11849,FALSE,80,41.2%,34,9.03,2.76,6.24,3.35,79%,4.21,5.97,0.29,2:02,12%,1.88,1.26,0.26,40847.15,2291.43,40717.44,85516.24,17134.59,23127.35,74691.74,13848.38,51776.35,3962.71,12541.94,2230.50,937.94,5729.19,380.35,13400.09,203.50,0.03,56994.12,126366659.71,20068.69,40533.79,3:32,00:00,00:00,00:14,00:00,11431.03,655.78,2.21,0.24,0.00,0.12,27%,19%,24.76,5093.11,2.03,250.91,0.09,0.24,0,0,0,562.32,0.00,0.00,0.00,3.50,0,125.24,00:00,0,0.15,21,929.48,21%,24%,1%,23%,2%,0,0,0%,0,0%,7,5,0,0,0,0,23,4,0,1,0,0
HebrewTunnlr#1819,HebrewTunnlr,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/HebrewTunnlr%231819/alt,2919,2633,84,141,2919,FALSE,,1819,FALSE,80,42.9%,7,8.14,1.43,6.71,2.43,68%,5.50,6.43,0.00,1:36,10%,1.29,0.29,0.00,27987.86,1704.08,48914.57,81612.86,16117.97,15272.14,84083.14,16363.00,56910.43,5067.14,18966.29,14776.71,1638.15,22617.94,2614.43,15212.14,0.00,0.00,55887.86,44365.71,29264.17,36065.57,15:04,00:00,00:03,00:12,00:00,12886.29,796.15,2.71,1.57,0.00,0.00,28%,19%,26.43,6822.16,0.57,1828.14,0.43,1.29,0,0,0,0,0,0,0,0,0,569.57,00:10,0,0.43,6,0.58,20%,24%,5%,72%,1%,0,0,0%,0,0%,3,1,0,0,0,0,5,0,0,0,0,0
MyPalCavela#1680,MyPalCavela,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/MyPalCavela%231680/alt,2701,2189,46,57,2701,FALSE,,1680,FALSE,80,50%,2,11.00,1.50,9.50,2.50,77%,3.50,5.00,0.00,1:33,9%,1.50,1.50,0.00,30008.50,1827.22,63127.50,114937.50,16027.00,18113.50,106699.50,8787.00,92685.50,126.00,34660.50,0.00,1446.52,11968.00,0.00,24118.00,0.00,0.00,65660.50,63920.50,28988.88,44638.00,1:28,00:00,00:02,00:05,00:00,16481.00,983.06,4.50,0.00,0.00,0.50,41%,23%,25.30,5610.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0.50,2,0.53,18%,28%,0%,9%,1%,0,0,0%,0,0%,2,2,0,0,0,0,2,0,0,0,0,0
Norator#11717,Norator,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Norator%2311717/alt,2732,2724,169,128,2732,FALSE,,11717,FALSE,80,37.5%,32,9.16,2.38,6.78,3.06,74%,4.02,6.13,0.31,2:02,10%,1.84,0.56,0.13,47911.84,2482.98,50846.09,117099.88,21780.99,26610.19,106693.13,13457.06,79812.06,4771.47,13536.06,3475.63,1017.06,7685.00,345.06,16590.63,735.91,0.03,61575.47,49851.66,23899.62,41476.69,5:32,00:07,00:05,00:14,00:00,14072.78,754.52,1.97,0.19,0.09,0.22,26%,18%,26.26,7721.24,0.16,1048.56,0.09,0.53,0,0,0.59,2290.28,0.00,0.00,0.00,1.09,0,0,00:00,0,0.41,18,1.07,23%,23%,1%,29%,2%,0,0,0%,0,0%,17,10,0,0,0,0,26,1,0,13,0,0
SirVixHuntr#1183,SirVixHuntr,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/SirVixHuntr%231183/alt,2226,2801,5,124,2801,FALSE,,1183,FALSE,80,0%,1,0.00,0.00,0.00,1.00,0%,0.00,0.00,0.00,00:15,2%,1.00,0.00,0.00,21910.00,1832.04,53434.00,42447.00,21910.00,11421.00,42793.00,0.00,33026.00,1729.00,29401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14715.00,12755.00,14715.00,9606.00,00:00,00:00,00:00,00:00,00:00,6570.00,549.36,4.00,0.00,0.00,0.00,0%,0%,21.86,1334.75,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,1.49,24%,10%,0%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
SlipperyBeef#11570,SlipperyBeef,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/SlipperyBeef%2311570/alt,2640,2866,29,236,2866,FALSE,,11570,FALSE,80,33.3%,3,8.33,2.33,6.00,3.00,64%,5.97,7.33,0.00,1:16,8%,2.67,1.00,0.33,40961.33,2704.46,18442.33,87595.33,19559.68,23883.67,64798.33,11784.33,44161.00,1041.67,2301.33,4185.33,1276.41,12487.53,0.00,15955.00,914.67,0.00,65672.00,53935.00,32511.78,53007.33,1:35,00:00,00:00,00:15,00:00,8503.33,560.93,1.00,0.00,0.00,0.00,24%,20%,25.56,5131.44,0.00,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,3,1.23,27%,27%,3%,9%,2%,0,0,0%,0,0%,0,0,0,0,0,0,1,1,0,0,0,0
StacERekt#1863,StacERekt,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/StacERekt%231863/alt,2507,2883,34,232,2883,FALSE,,1863,FALSE,80,50%,6,9.67,2.17,7.50,3.00,86%,7.15,7.83,0.33,1:42,10%,2.33,0.67,0.17,45363.83,2420.15,29529.17,99570.00,26467.13,22771.83,70589.50,10920.67,49727.50,4084.83,17165.33,5866.50,1059.58,10818.37,80.50,10783.33,1382.67,0.00,57660.50,45797.67,32590.18,42945.33,00:51,00:09,00:06,00:12,00:00,9799.00,527.51,2.67,0.00,0.17,0.17,16%,19%,24.01,4888.55,0.00,0,0.00,0.33,0,0,0,7533.17,0.00,0.00,0.00,0,0,0,00:00,0,0.00,5,1.28,22%,27%,3%,5%,2%,0,0,0%,0,0%,1,1,0,0,0,0,9,0,0,0,0,0
Urid#1660,Urid,Downs_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Urid%231660/alt,2552,2659,27,78,2659,FALSE,,1660,FALSE,80,100%,2,13.00,3.00,9.50,2.00,76%,8.13,12.00,0.50,1:47,8%,1.00,0.50,0.00,39368.50,2012.19,34521.50,151246.50,18090.25,28658.00,117665.00,13104.00,93285.50,8554.00,28393.00,7011.50,1594.84,12760.63,0.00,23984.50,1256.00,0.00,74937.00,64047.50,31141.50,44145.50,1:45,00:00,00:03,00:34,00:00,17392.00,988.05,2.50,0.00,0.00,0.00,62%,25%,29.28,10521.10,0,0,0.00,2.00,0,0,0,14277.00,0,0,0,0,0,0,00:00,0,0,2,0.58,18%,26%,2%,10%,3%,0,0,0%,0,0%,1,1,0,0,0,0,0,0,0,0,0,0
Aridpanda#1459,Aridpanda,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/Aridpanda%231459/alt,2376,2714,10,70,2714,TRUE,,1459,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asthmanthus#1551,asthmanthus,Downs_alt,FALSE,https://www.heroesprofile.com/Player/asthmanthus/11291858/1,2489,2763,222,141,2763,TRUE,,1551,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BigPapa#11518,BigPapa,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/BigPapa%2311518/alt,2570,2837,65,98,2837,TRUE,,11518,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CreamOfBoi#1166,CreamOfBoi,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/CreamOfBoi%231166/alt,0,2812,-1,178,2812,TRUE,,1166,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downyours#1153,downyours,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/downyours%231153/alt,2734,2802,2502,620,2802,TRUE,,1153,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FanGrill#11289,FanGrill,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/FanGrill%2311289/alt,2554,2594,30,154,2594,TRUE,,11289,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hotmesspanda#1304,hotmesspanda,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/hotmesspanda%231304/alt,1973,2857,3,83,2857,TRUE,,1304,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HughJaneUs#1556,HughJaneUs,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/HughJaneUs%231556/alt,2607,2880,26,339,2880,TRUE,,1556,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustinUrMom#11176,JustinUrMom,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/JustinUrMom%2311176/alt,2318,2835,15,127,2835,TRUE,,11176,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JyantDeck#1172,JyantDeck,Downs_alt,FALSE,https://www.heroesprofile.com/Player/JyantDeck/11063948/1,2511,2872,19,282,2872,TRUE,,1172,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kissahomie#1173,kissahomie,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/kissahomie%231173/alt,2345,2452,13,51,2452,TRUE,,1173,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorLovesFeet#1343,NorLovesFeet,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/NorLovesFeet%231343/alt,2666,2640,22,108,2666,TRUE,,1343,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorsHotSistr#1829,NorsHotSistr,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/NorsHotSistr%231829/alt,2273,2766,4,57,2766,TRUE,,1829,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NotASmurf#12920,NotASmurf,Downs_alt,FALSE,https://www.heroesprofile.com/Player/NotASmurf/10788571/1,2471,2800,12,203,2800,TRUE,,12920,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PapaWoody#11587,PapaWoody,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/PapaWoody%2311587/alt,2084,2792,2,124,2792,TRUE,,11587,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinkiestein#1606,Pinkiestein,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/Pinkiestein%231606/alt,2054,2781,3,90,2781,TRUE,,1606,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaxyGermin#1816,SaxyGermin,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/SaxyGermin%231816/alt,2362,2915,17,362,2915,TRUE,,1816,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SirVixPoundr#1839,SirVixPoundr,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/SirVixPoundr%231839/alt,1981,2769,1,55,2769,TRUE,,1839,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SirVixTckler#1667,SirVixTckler,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/SirVixTckler%231667/alt,2161,2640,12,67,2640,TRUE,,1667,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilmaFingrDo#1957,WilmaFingrDo,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/WilmaFingrDo%231957/alt,2471,2844,12,152,2844,TRUE,,1957,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YorkOxMall#1817,YorkOxMall,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/YorkOxMall%231817/alt,2160,2926,9,191,2926,TRUE,,1817,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOWNYOURS#1153,DOWNYOURS,Downs_alt,FALSE,https://www.heroesprofile.com/battletag/searched/DOWNYOURS%231153/alt,2736,2804,2503,623,2804,TRUE,,1153,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryx#2949,Dryx,Dryx,TRUE,https://www.heroesprofile.com/battletag/searched/Dryx%232949/alt,2686,2586,1974,776,2686,FALSE,,2949,TRUE,,33.3%,3,12.33,4.33,8.00,5.33,74%,5.40,7.67,1.67,4:02,18%,2.67,1.67,1.33,52262.33,2688.03,62244.00,76889.00,17228.42,29412.67,73497.00,8859.67,61149.33,651.33,13893.67,0.00,1133.85,7738.13,0.00,21332.67,0.00,0.00,49267.67,30949.33,16939.07,32204.67,1:40,00:03,00:00,00:10,00:00,14394.00,774.43,2.33,0.00,0.33,0.00,21%,22%,26.01,7036.15,0,0,0.00,1.00,0,0,0,4731.33,0,0,0,18.33,0,0,00:00,0,0,2,1.06,20%,20%,0%,8%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
DuckStuff#11434,DuckStuff,DuckStuff,TRUE,https://www.heroesprofile.com/battletag/searched/DuckStuff%2311434/alt,2503,2243,411,65,2503,FALSE,,11434,TRUE,,50%,2,7.00,1.00,6.00,2.50,59%,2.67,3.50,0.50,1:30,8%,2.50,0.50,0.00,18164.00,972.00,22838.50,102524.00,6470.83,14158.50,91223.00,16583.50,61680.00,1112.00,16053.00,0.00,572.46,3777.25,0.00,10801.00,0.00,0.00,46004.50,34773.50,17715.75,26115.50,1:15,00:00,00:00,00:06,00:00,14777.00,835.60,3.00,0.00,0.00,0.00,23%,21%,22.21,2319.00,6.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,2,0.33,11%,22%,0%,8%,1%,0,0,0%,0,0%,0,0,0,0,0,0,3,0,0,3,0,0
DuckStuff#11434,DuckStuff,DuckStuff,TRUE,https://www.heroesprofile.com/battletag/searched/DuckStuff%2311434/alt,2503,2243,411,65,2503,TRUE,,11434,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
